Найменування органу державного нагляду (контролю)
Відділ державної архітектурно-будівельної інспекції виконавчого комітету  Нетішинської міської ради
Національна комісія, що здійснює державне регулювання у сферах енергетики та комунальних послуг
Відділ з питань державного архітектурно-будівельного контролю виконавчого комітету  Криворізької міської ради
Відділ державного архітектурно-будівельного контролю Долинської міської ради
Державна архівна служба України
Управління державного архітектурно-будівельного контролю Чернігівської міської ради
Державна інспекція ядерного регулювання України
Відділ з питань державного архітектурно-будівельного контролю виконавчого комітету Славутської міської ради
Івано-Франківська обласна державна адміністрація
Відділ державного архітектурно-будівельного контролю Калуської міської ради
Державна служба України з питань геодезії, картографії та кадастру
Національна комісія з цінних паперів та фондового ринку
Державне агентство України з питань кіно
Одеська обласна державна адміністрація
Відділ державного архітектурно-будівельного контролю виконавчого комітету Нововолинської міської ради
Житомирська обласна державна адміністрація
Сектор з питань державного архітектурно-будівельного контролю Шепетівської міської ради
Державна служба морського та річкового транспорту України
Державна інспекція енергетичного нагляду України
Міністерство розвитку економіки, торгівлі та сільського господарства України
Міністерство внутрішніх справ України
Державна служба України з питань праці
Інспекція державного архітектурно-будівельного контролю Департаменту територіального контролю Харківської міської ради
Відділ державного архітектурно-будівельного контролю Сєвєродонецької міської ради
Державна служба якості освіти України
Державна служба України з питань безпечності харчових продуктів та захисту споживачів
Міністерство енергетики та захисту довкілля України
Міністерство охорони здоров'я України
Національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації
Державна служба геології та надр України
Пенсійний фонд України
Державна служба України з лікарських засобів та контролю за наркотиками
Національна комісія, що здійснює державне регулювання у сфері ринків фінансових послуг
Державне агентство рибного господарства України
Державна екологічна інспекція України
Державна служба України з безпеки на транспорті
Міністерство освіти і науки України
Відділ інспекції державного архітектурно-будівельного контролю Управління містобудування та архітектури Прилуцької міської ради
Харківська обласна державна адміністрація
Кіровоградська обласна державна адміністрація
Державна служба України з надзвичайних ситуацій
Державна архітектурно-будівельна інспекція України
Інспекція державного архітектурно-будівельного контролю Чернівецької міської ради
Управління з питань державного архітектурно-будівельного контролю виконавчого комітету Івано-Франківській міської ради
Служба безпеки України



























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































