івано-франківська обласна державна адміністрація
інспекція державного архітектурно-будівельного контролю департаменту територіального контролю харківської міської ради
інспекція державного архітектурно-будівельного контролю чернівецької міської ради
відділ державного архітектурно-будівельного контролю долинської міської ради
відділ державного архітектурно-будівельного контролю калуської міської ради
відділ державного архітектурно-будівельного контролю сєвєродонецької міської ради
відділ державного архітектурно-будівельного контролю виконавчого комітету нововолинської міської ради
відділ державної архітектурно-будівельної інспекції виконавчого комітету  нетішинської міської ради
відділ з питань державного архітектурно-будівельного контролю виконавчого комітету  криворізької міської ради
відділ з питань державного архітектурно-будівельного контролю виконавчого комітету славутської міської ради
відділ інспекції державного архітектурно-будівельного контролю управління містобудування та архітектури прилуцької міської ради
державна архівна служба україни
державна архітектурно-будівельна інспекція україни
державна екологічна інспекція україни
державна служба україни з безпеки на транспорті
державна служба україни з лікарських засобів та контролю за наркотиками
державна служба україни з надзвичайних ситуацій
державна служба україни з питань безпечності харчових продуктів та захисту споживачів
"державна служба україни з питань геодезії, картографії та кадастру"
державна служба україни з питань праці
державна служба геології та надр україни
державна служба морського та річкового транспорту україни
державна служба якості освіти україни
державна інспекція енергетичного нагляду україни
державна інспекція ядерного регулювання україни
державне агентство україни з питань кіно
державне агентство рибного господарства україни
житомирська обласна державна адміністрація
кіровоградська обласна державна адміністрація
міністерство внутрішніх справ україни
міністерство енергетики та захисту довкілля україни
міністерство освіти і науки україни
міністерство охорони здоров'я україни
"міністерство розвитку економіки, торгівлі та сільського господарства україни"
національна комісія з цінних паперів та фондового ринку
"національна комісія, що здійснює державне регулювання у сферах енергетики та комунальних послуг"
"національна комісія, що здійснює державне регулювання у сфері зв'язку та інформатизації"
"національна комісія, що здійснює державне регулювання у сфері ринків фінансових послуг"
одеська обласна державна адміністрація
пенсійний фонд україни
сектор з питань державного архітектурно-будівельного контролю шепетівської міської ради
служба безпеки україни
управління державного архітектурно-будівельного контролю чернігівської міської ради
управління з питань державного архітектурно-будівельного контролю виконавчого комітету івано-франківській міської ради
харківська обласна державна адміністрація
